gene_callers_id	MIT1002_ac_a	MIT1002_ac_b	MIT1002_ac_c	MIT1002_glc_a	MIT1002_glc_ac_5_a	MIT1002_glc_ac_5_c	MIT1002_glc_ac_8_a	MIT1002_glc_ac_8_b	MIT1002_glc_ac_8_c	MIT1002_glc_b	MIT1002_glc_c
19	1120.6803921568628	316.7823529411765	343.44117647058823	304.12745098039215	785.8862745098039	1339.1274509803923	380.08235294117645	348.7450980392157	625.3529411764706	175.98823529411766	375.0764705882353
20	94.65083798882682	27.236499068901303	25.870577281191807	53.71135940409683	65.1024208566108	108.50837988826815	56.47392923649907	56.25512104283054	98.15176908752328	23.972067039106147	48.30167597765363
21	94.9	22.666666666666668	26.45225225225225	34.545945945945945	59.31621621621622	90.64594594594594	52.98558558558558	51.215315315315316	92.26936936936937	26.383783783783784	52.067567567567565
22	668.7023060796646	197.47169811320754	212.92872117400418	496.65828092243186	557.5136268343815	799.1865828092243	552.2054507337526	565.0083857442348	1007.6352201257862	204.24737945492663	463.80712788259956
23	250.23941068139962	76.72007366482505	75.93554327808471	86.86187845303867	189.74953959484347	358.4640883977901	224.13259668508286	192.0902394106814	344.02762430939225	43.58195211786372	98.11970534069981
24	395.25412541254127	119.31188118811882	126.36303630363037	91.23762376237623	282.85643564356434	525.6815181518152	263.509900990099	211.25082508250824	363.1600660066007	67.32178217821782	137.36963696369637
25	294.04930332261523	82.16077170418006	81.46730975348339	86.89817792068595	212.66345123258307	387.3033226152197	160.56806002143622	143.08574490889603	228.2711682743837	52.261521972132904	114.2400857449089
26	6204.419970631425	3485.930983847283	526.0088105726873	7188.374449339207	81.07929515418502	141.9236417033774	9723.550660792951	9151.108663729809	14659.055800293685	3260.301027900147	8226.835535976505
27	1313.7662037037037	718.1828703703703	103.7199074074074	427.57175925925924	39.958333333333336	70.0324074074074	1711.3634259259259	1362.3449074074074	2025.273148148148	244.80555555555554	595.863425925926
28	554.3268983268983	260.5289575289575	72.55212355212355	68.60617760617761	97.76319176319177	168.55341055341054	491.2561132561133	356.32303732303734	476.3951093951094	50.94851994851995	107.51351351351352
29	301.2633517495396	116.2486187845304	52.11418047882136	39.93370165745856	106.40883977900552	178.06629834254144	181.42357274401473	139.23572744014734	191.21731123388582	24.112338858195212	48.729281767955804
30	143.95004803073968	47.85110470701249	43.331412103746395	37.89433237271854	102.67723342939482	178.47262247838617	74.72718539865514	65.9433237271854	120.45052833813641	20.70989433237272	42.79538904899135
31	326.64599483204137	83.88372093023256	103.98191214470285	46.03875968992248	227.41602067183462	369.78811369509043	88.5297157622739	73.64341085271317	117.4702842377261	20.501291989664082	43.708010335917315
32	410.6240310077519	109.95930232558139	125.83527131782945	101.54651162790698	301.5348837209302	465.2984496124031	126.92829457364341	124.99031007751938	227.38565891472868	53.57945736434109	107.4922480620155
33	71.52730696798493	20.188323917137478	19.983050847457626	19.184557438794727	46.95291902071563	85.12429378531074	43.973634651600754	33.53107344632768	58.58568738229755	6.96421845574388	20.016949152542374
34	149.37063778580023	40.91456077015644	41.7208182912154	65.04211793020457	96.18170878459686	163.27797833935017	110.69554753309266	109.98676293622142	210.21299638989169	31.87725631768953	67.90613718411552
35	94.45627376425855	32.846641318124206	29.34854245880862	58.945500633713564	60.00887198986058	111.0126742712294	79.16223067173638	73.28136882129277	144.60963244613436	27.825095057034222	58.80608365019011
36	13.270873786407767	4.006796116504854	4.079935275080906	3.481877022653722	13.56925566343042	23.75113268608414	5.720388349514563	4.816504854368932	9.1957928802589	2.036893203883495	4.520711974110032
37	15.72929292929293	4.723905723905724	5.921885521885522	4.718518518518518	18.15824915824916	33.76700336700337	7.247811447811448	5.872053872053872	12.96902356902357	2.5717171717171716	4.176430976430977
38	33.64933333333333	9.068	11.389333333333333	8.113333333333333	34.916	60.93866666666667	9.349333333333334	8.597333333333333	11.898666666666667	2.808	8.918666666666667
39	159.49411764705883	48.06078431372549	40.34313725490196	46.92549019607843	82.87254901960785	154.25294117647059	58.21764705882353	54.52156862745098	98.80980392156863	20.984313725490196	51.27058823529412
