Accession	DSS3_ac_a	DSS3_ac_b	DSS3_ac_c	DSS3_glc_ac_19_a	DSS3_glc_ac_19_b	DSS3_glc_ac_19_c	DSS3_glc_ac_34_a	DSS3_glc_ac_34_b	DSS3_glc_ac_34_c	DSS3_glc_a	DSS3_glc_b	DSS3_glc_c
SPO1886	0.00151155	0.003268922	0.003268922	0.001176812	0.00151155	0.002306551	0.006046198	0.003812871	0.015251482	0.001977044	0.001763474	0.002246641
SPO1887	0.001969167	0.001260267	0.002240475	0.002835601	0.002680256	0.001715364	0.001969167	0.001969167	0.002382692	0.001567291	0.003813742	0.000683739
SPO1888	0.001040549	0.001416303	0.000462466	0.000874351	0.001416303	0.000722604	0.001040549	0.000722604	0.0026086	0.000998507	0.000738341	0.000738341
SPO1889	0.000128194	0.000158265	0.000267468	0.000457385	0.000227901	0.0001915	0.000405158	0.000405158	0.000356096	6.82475E-05	6.04714E-05	8.86125E-05
SPO1890	0.001424897	0.001424897	0.001308629	0.000893034	0.001197309	0.000893034	0.001197309	0.001308629	0.000714922	0.001139388	0.001763474	0.002202818
SPO1891	0.000112819	0.000134264	0.000112819	0.000209788	0.000209788	5.96731E-05	9.32392E-05	0.000112819	7.55238E-05	0.000142274	0.000998507	0.000154654
SPO1892	0.010018804	0.011399173	0.008727491	0.016074614	0.013122159	0.014695483	0.024243032	0.022542309	0.029334069	0.027383091	0.011852391	0.022901505
SPO1893	0.002195056	0.003364758	0.002336637	0.003539522	0.003364758	0.003902322	0.003279035	0.003628563	0.002482643	0.019825358	0.005706524	0.00676873
SPO1897	1.20551E-05	1.20551E-05	1.20551E-05	1.20551E-05	2.14314E-05	2.14314E-05	5.35784E-06	1.20551E-05	5.35784E-06		3.03414E-06	1.23411E-06
SPO1898	4.88159E-06		4.88159E-06	1.2204E-06	1.2204E-06		1.2204E-06	4.88159E-06		9.93989E-06	5.49179E-05	
SPO1899	0.00674759	0.010826134	0.009988308	0.004875134	0.004875134	0.008923688	0.004140396	0.00841387	0.005264995	0.010763906	0.005049921	0.011282575
SPO1900		1.08748E-05		2.44684E-05	2.44684E-05	2.44684E-05	2.44684E-05	4.34993E-05	2.44684E-05	5.8673E-05	1.97458E-05	4.85462E-05
SPO1901	0.000138682	0.000271816	0.000355025	0.000671219	0.000554726	0.000554726	0.000355025	0.000449328	0.000554726	4.83385E-05	0.000219672	0.000109229
SPO1902	0.00010351	0.00010351	4.60045E-05	2.58775E-05	4.60045E-05	1.15011E-05	4.60045E-05	1.15011E-05		4.93644E-06	9.76318E-05	2.84058E-05
SPO1905	0.000800097	0.000927923	0.000681739	0.00057285	0.000800097	0.000342053	0.001065218	0.000626111	0.00057285	0.000861457	0.003050994	0.001139388
SPO1906	0.000363118	7.50244E-05	0.000192063	2.70088E-05	7.50244E-05	0.000108035	0.000192063	0.000192063	0.000108035	0.00015255	2.74589E-05	6.21243E-05
SPO1907	0.000294593	0.000232765	3.27325E-05	0.00013093	0.00013093		9.09237E-05		1.45478E-05	5.49179E-05	5.49179E-05	6.14466E-05
SPO1913	2.41397E-05	6.03493E-06	5.43144E-05		1.35786E-05	5.43144E-05	1.35786E-05	6.03493E-06		0.00015255	8.2042E-05	6.21243E-05
SPO1914	0.000134798	0.000201366	0.000134798	0.000201366	0.000166418	5.99104E-05	0.000166418	0.000281246	0.000166418	0.000738341	0.000121764	0.000248497
SPO1916	0.001748737	0.003648599	0.002732401	0.002380225	0.00226823	0.002052337	0.003239751	0.00605716	0.003108865	0.001811545	0.000907689	0.002400257
SPO1917				1.14174E-06	1.14174E-06							
SPO1918	3.39838E-05	6.66083E-05	8.69986E-05	6.66083E-05	2.17497E-05	0.000110108	0.000229731	0.000195747	0.000164482	0.00014396	0.000390527	0.00046469
SPO1920	7.25331E-05	0.000148027	2.36843E-05	0.000213158	0.000213158	2.36843E-05	0.000148027	7.25331E-05	9.47371E-05	0.001031236	0.000610199	0.000201997
SPO1921	0.003378089	0.007381986	0.00653906	0.006745002	0.005186867	0.007381986	0.005006468	0.005370459	0.009221097	0.014058979	0.013479291	0.006463413
SPO1922	0.000195942	0.000195942	0.000219672	0.000298997	0.000271199	0.000244758	0.000173568	8.20378E-05	0.000219672	0.001372947	0.000241886	0.000876866
SPO1923	0.000448496	0.000386713	0.000276878	0.000228825	0.000448496	0.000146448	0.000146448	5.72061E-05	8.23768E-05	0.000175881	8.59351E-05	0.000245765
SPO1925	0.000152864	0.000188721	0.000228353	6.79397E-05	9.24734E-05	6.79397E-05	0.000152864	0.000188721	0.000228353	0.001562109	0.000315932	0.000776739
SPO1926	0.000184388	0.000414872	0.000250972	0.000355686	0.00038471	0.000205444	0.000227639	0.000414872	0.000227639	0.000738341	0.000878686	0.000618615
SPO1928							1.09289E-05	4.37157E-05	1.09289E-05			
SPO1929	0.000230103	0.000123744	3.68165E-05	0.000331348	0.000230103	0.000102268	8.2837E-05	5.01113E-05	0.000102268	0.000123411	0.000436916	0.000436916
SPO1930	2.42062E-05	7.41316E-05	5.4464E-05	7.41316E-05	9.68249E-05	3.78222E-05	9.68249E-05	0.000122544	0.000122544	3.35684E-05	0.000201283	0.000109229
SPO1932	6.69397E-05	0.000136612	4.91802E-05	0.000110655	8.74315E-05	8.74315E-05	0.000110655	4.91802E-05	6.69397E-05	7.8983E-05	0.000738341	0.000201997
SPO1933	0.002356075	0.002669892	0.003356366	0.002834155	0.004121293	0.004746475	0.003356366	0.004324784	0.001922126	0.005131772	0.003010883	0.00284058
SPO1934	0.000663901	0.000383469	0.000561926	0.000561926	0.000383469	0.000239004	0.000468449	0.000344166	0.000561926	0.000636153	0.000371169	0.000559119
SPO1935		5.06156E-06										
SPO1936					1.47101E-05							
SPO1937	1.7908E-05	3.18365E-05	7.1632E-05	0.000161172	4.97445E-05	7.1632E-05	3.18365E-05	0.000127346	7.95911E-06	0.000494261	0.000494261	0.000245786
SPO1938	2.96853E-05	7.42134E-06	7.42134E-06	4.63834E-05	2.96853E-05		1.6698E-05	2.96853E-05		3.08527E-05	9.76318E-05	2.73072E-05
SPO1939	0.015251126	0.019919839	0.007371724	0.012484482	0.011455291	0.006025751	0.050464975	0.016135069	0.016738198	0.086410247	0.068561933	0.059238727
SPO1940	3.71067E-05	3.71067E-05	2.37483E-05	1.33584E-05	1.33584E-05	5.93707E-06	3.71067E-05	9.49931E-05	7.27291E-05	2.0675E-05	5.49179E-05	8.98656E-05
SPO1941	0.000204464	0.000108146	0.000108146	0.000136872	0.000168978	0.000108146	0.000204464	2.70365E-05	6.08321E-05	0.000255652	0.00015255	6.14466E-05
SPO1942	0.003572615	0.004394612	0.004539879	0.004539879	0.005144566	0.003193505	0.003071859	0.004111165	0.00370371	0.015295087	0.005329318	0.014445529
SPO1944	0.000313551	0.000742134	0.000313551	0.000313551	0.000313551	9.09114E-05	0.000224495	0.000224495	0.000669776	0.000248497	0.000738341	0.000512769
SPO1945	9.2819E-05	0.000208843	0.000208843	0.000126337	0.000126337	0.000126337	0.00025783	0.000435733	0.000165011	8.59351E-05	0.000390527	0.000138255
SPO1946	0.000454493	0.000454493	0.000201997	0.000201997	0.000533398	7.8905E-05	0.000201997	7.8905E-05	0.000113623	0.000390527	0.000489268	0.000494261
SPO1947	2.52496E-05	0.000309308	0.000403994	5.68116E-05	5.68116E-05	0.00015781	0.000127826	0.000100998	7.73269E-05			1.53616E-05
SPO1948	2.53956E-05	3.96806E-05	5.714E-05	7.77739E-05	5.714E-05	0.000101582	0.000101582	1.4285E-05	0.000128565	9.76318E-05	3.35684E-05	5.04992E-05
SPO1949				4.47396E-06								
SPO1950	1.95264E-05				3.05099E-05	1.2204E-06		1.09836E-05	4.88159E-06	3.84041E-06		9.93989E-06
SPO1951	0.000161758	0.00028757	0.000127809	0.000391415	0.000241639	0.000127809	0.000337495	0.000199701	0.000449328	0.000300682	0.000808791	6.95055E-05
SPO1952	0.000190916	0.000339407	0.000285196	0.00060339	0.000398331	0.000235699	0.000398331	0.000339407	0.000339407	5.12188E-05	0.000390527	0.000311073
SPO1953	2.15834E-05	0.000194251	0.000239816	0.000194251	0.00011751	0.000194251	5.9954E-05	9.59264E-06	2.15834E-05	4.83385E-05	3.60354E-05	6.21243E-05
SPO1955	3.36507E-05	0.000109028	4.8457E-05	0.000134603	0.000134603	8.61457E-05	0.000134603	6.59553E-05	6.59553E-05	0.000245169	0.000738341	0.000710145
SPO1957		8.58092E-06	3.43237E-05		1.93071E-05	3.43237E-05	1.93071E-05	5.36308E-05	8.58092E-06			
SPO1959	2.10252E-05	3.02763E-05	6.81217E-05	3.02763E-05	7.56908E-06	4.12094E-05	4.12094E-05	3.02763E-05	7.56908E-06	9.76318E-05	6.10199E-06	1.53616E-05
SPO1960	1.20258E-05	0.00013362	6.54739E-05	1.20258E-05		2.13792E-05	4.81033E-05	2.13792E-05		1.53616E-05	1.20846E-05	2.73072E-05
SPO1962	7.86835E-05	0.000231233	0.0001943	0.00010277	0.000130069	5.78083E-05	4.01447E-05	7.86835E-05	0.00010277	0.00015255	0.000390527	0.000113623
SPO1963				1.017E-05								
SPO1964	6.59674E-06		6.59674E-06		1.48427E-05		5.93707E-05	8.08101E-05	4.12296E-05	1.16297E-05	9.80677E-06	1.26248E-05
SPO1965	1.77728E-06	4.44319E-05	7.10911E-06	1.59955E-05	1.59955E-05	7.10911E-06	8.70866E-05	1.59955E-05	1.59955E-05	2.7241E-05	0.000298997	6.21243E-05
SPO1966	8.07616E-06	3.23046E-05	5.0476E-05	1.81714E-05	3.23046E-05	3.23046E-05	5.0476E-05	1.81714E-05	7.26854E-05	1.53616E-05	3.45637E-05	2.73072E-05
SPO1967	5.92107E-06	1.33224E-05	1.33224E-05	5.92107E-06	3.70067E-05	3.70067E-05	1.33224E-05	1.33224E-05	2.36843E-05	7.66296E-05	1.20846E-05	4.85462E-05
SPO1968	1.28379E-05	5.70575E-06	1.28379E-05	3.5661E-05	3.5661E-05	1.28379E-05	1.28379E-05	3.5661E-05	5.70575E-06	9.76318E-05	5.49179E-05	7.58534E-05
SPO1969	6.65671E-06	1.66418E-06	1.66418E-06	1.66418E-06		6.65671E-06	6.65671E-06	1.66418E-06	1.49776E-05	3.23046E-05	2.4408E-05	2.84058E-05
SPO1970	0.000204053	0.000123439	0.000251917	0.000493757	0.00042574	0.000123439	0.000566813	0.000204053	0.000644907	5.49179E-05	1.97458E-05	
SPO1971		8.01721E-06	1.80387E-05					2.0043E-06	1.80387E-05	3.99403E-05	2.74589E-05	2.84058E-05
SPO1973	3.31719E-05			1.47431E-05	1.47431E-05		1.47431E-05			2.14838E-05	5.49179E-05	
SPO1974	5.51384E-05	5.51384E-05	8.82215E-06	0.000108071	0.000141154	8.82215E-06	3.52886E-05	3.52886E-05		9.76318E-05	5.04992E-05	5.04992E-05
SPO1975	0.016322502	0.045927207	0.053900681	0.022012449	0.023252347	0.052004032	0.064589854	0.050141353	0.026724819	0.144714738	0.052246543	0.076102278
SPO1976	0.007438489	0.011077601	0.014720986	0.008214178	0.00902833	0.017695527	0.012669578	0.016548021	0.021368828	0.021241019	0.009857913	0.011198641
SPO1977		6.25845E-06				1.56461E-06	1.56461E-06	6.25845E-06			3.84041E-06	2.73072E-05
SPO1978	2.25304E-05	2.25304E-05	3.52038E-05	1.40815E-06		1.40815E-06	5.6326E-06	3.52038E-05	3.52038E-05	0.000219672	6.14466E-05	7.8905E-05
SPO1979	1.9826E-06		7.93038E-06	1.78434E-05	7.93038E-06		7.93038E-06	7.93038E-06		4.93644E-06	8.58092E-07	
SPO1980	3.50074E-05	7.87667E-05	0.00010721	3.50074E-05	1.96917E-05	0.00014003	0.00010721	5.46991E-05	0.00010721	4.44319E-05	5.36051E-05	6.14466E-05
SPO1982	2.78065E-05											
SPO1983	0.000399403	0.001733519	0.001001281	0.000335609	0.000468744	0.000399403	0.000399403	0.000335609	0.000543632	4.44319E-05	0.000407724	9.60103E-05
SPO1984	0.001348583	0.00180294	0.00082311	0.00180294	0.001434187	0.000890276	0.002435088	0.001185278	0.001706801	0.002915806	0.007908176	0.005835815
SPO1985	0.000180572	9.55094E-05	9.55094E-05	0.000252204	0.000214896	0.000149233	0.000292497	0.000120879	0.000214896	0.000436916	0.000123411	0.00041996
SPO1986	0.000229889	7.82261E-05	2.55432E-05	0.000359201	0.000461374	0.000129312	0.000408691	5.74722E-05	0.000229889	0.000303414	0.000193354	0.000367131
SPO1987	4.93644E-05			2.77675E-05	1.23411E-05	2.77675E-05	0.000197458	0.00011107	0.00011107	0.001139388	0.000241886	0.000682681
SPO1989	0.003264221	0.004837711	0.002986546	0.004837711	0.003554236	0.00246822	0.005189432	0.010884849	0.00246822	0.000544242	0.002953362	0.001391884
SPO1990	0.004108882	0.024084197	0.008297439	0.010243751	0.006832013	0.007694195	0.035059239	0.012773389	0.027888613	0.00485462	0.006455732	0.005352219
SPO1991	8.1967E-06	5.12294E-05	8.1967E-06	5.12294E-05	7.37703E-05	8.1967E-06	5.12294E-05	1.84426E-05	8.1967E-06	7.8905E-05	0.000109229	0.00015255
SPO1992	7.08618E-05	1.77154E-05		1.77154E-05	7.87353E-06		4.92096E-05	1.96838E-06	4.92096E-05	1.97458E-05	2.73072E-05	1.26248E-05
SPO1994			1.2567E-06		5.02681E-06		5.02681E-06				1.26248E-05	
SPO1995	8.22398E-06	1.46204E-05	2.28444E-05	2.28444E-05	2.28444E-05	1.46204E-05	2.28444E-05	3.28959E-05	2.28444E-05	2.4408E-05	2.4408E-05	4.85462E-05
SPO1996	0.001033863	0.00050032	0.000705529	0.00050032	0.00050032	0.00028143	0.000564814	0.000564814	0.001321156	0.000738341	0.000434318	0.00018818
SPO1997			1.78886E-06									
SPO2000	4.22445E-05	4.22445E-05	1.87753E-05		1.87753E-05	4.69384E-06				8.9459E-05	5.49179E-05	3.08913E-05
SPO2007	2.29422E-05	0.000116145	5.16199E-05	5.16199E-05	5.16199E-05	1.43389E-06	0.000116145	1.2905E-05	3.58472E-05	2.4408E-05		3.97596E-05
SPO2010										1.53616E-05		
SPO2013			4.41108E-06		1.10277E-06						1.23411E-06	
SPO2014	0.000390918	0.000845411	0.000654686	0.000488309	0.000438261	0.000304348	0.001137585	0.001060483	0.001137585	0.000512769	0.001372947	0.000218379
SPO2016										4.93644E-06		
SPO2017	0.000568516	0.000465384	0.000465384	0.00062395	0.00062395	0.000681962	0.000681962	0.000871467	0.000681962	0.00126248	0.002440795	0.000399852
SPO2018	0.002995322	0.002382692	0.002102633	0.004235898	0.003327893	0.002102633	0.005253301	0.00736031	0.005916254	0.003975956	0.004557554	0.009281123
SPO2019	0.000239031	0.00012643	0.000239031	0.000197546	0.000284467	0.00012643	0.000160013	0.000333853	0.000160013	0.00015255	0.000219672	6.14466E-05
SPO2020	0.00030036	0.000215051	0.000215051	0.000113746	0.00014396	8.70866E-05	0.000348346	0.000215051	0.00030036	7.8905E-05	0.000249627	2.73072E-05
SPO2021	8.44891E-05	4.75251E-05		4.75251E-05	4.75251E-05	4.75251E-05	0.000132014	4.75251E-05			9.98507E-06	1.31383E-06
SPO2022	4.37157E-05			4.37157E-05	4.37157E-05	0.000133879	4.37157E-05	0.000133879	4.37157E-05			
SPO2023	0.000791208	0.000912766	0.000351648	0.000733686	0.000791208	0.000434134	0.001254646	0.000850902	0.0009768	0.003068377	0.001129241	0.00586401
SPO2024	6.34889E-06	1.4285E-05	3.96806E-05	3.96806E-05	2.53956E-05	3.96806E-05	3.96806E-05	2.53956E-05	5.714E-05	1.1107E-05	4.93644E-06	1.26248E-05
SPO2025	0.000130069	0.000292655	0.000130069	0.000177038	0.000130069	5.78083E-05	0.001044162	0.000520275	0.000231233	2.73072E-05	6.04714E-05	3.08527E-05
SPO2026	6.32695E-05	9.1108E-05	2.2777E-05	4.04925E-05	4.04925E-05	4.04925E-05	4.04925E-05	6.32695E-05	2.2777E-05	4.85462E-05		
SPO2027						6.95163E-06		6.25647E-05			2.78065E-05	
SPO2028		5.69097E-06		1.42274E-06								
SPO2029		2.08022E-06	1.8722E-05	1.8722E-05	1.8722E-05		2.08022E-06	1.8722E-05	8.32089E-06	1.21365E-05	2.48497E-06	2.23648E-05
SPO2031	0.000362494	0.000566397	0.00039965	0.000660646	0.000660646	0.000231996	0.000521992	0.00039965	0.000479399	0.00284058	0.003690636	0.004448349
SPO2032	9.24933E-05	5.20275E-05	9.24933E-05	0.00020811	2.31233E-05	2.31233E-05	0.000283261	0.000369973	0.001479893	0.000127826	0.000369973	0.000390527
SPO2033	0.009487837	0.013883736	0.011751194	0.011413048	0.010751565	0.01297358	0.011751194	0.012442296	0.013153143	0.032817231	0.05053056	0.035883348
SPO2034	0.001520925	0.002166645	0.001240796	0.000989155	0.001620632	0.001520925	0.001331007	0.000837221	0.001723504	0.002915806	0.005491789	0.001263728
SPO2035	1.11508E-05	2.50894E-05	4.46034E-05	6.96928E-05	0.000100358	4.46034E-05	6.96928E-05	6.96928E-05	4.46034E-05	0.000194185	0.000219672	6.23182E-05
SPO2036	1.78769E-05	7.15077E-05	4.57649E-05	3.50388E-05	1.14412E-05	2.86031E-06	6.43569E-06	2.57428E-05	1.14412E-05			5.49179E-05
SPO2037	2.24728E-05	6.88229E-05	8.98912E-05	1.26409E-05	2.24728E-05	3.51137E-05	5.05638E-05	5.05638E-05	0.000237369	5.04992E-05	5.49179E-05	2.4408E-05
SPO2038	0.000134665	0.00047343	0.0002546	0.0002546	0.000170435	0.000170435	0.000355599	0.00047343	0.000681739	7.8905E-05	3.08527E-05	6.21243E-05
SPO2039	0.005114656	0.010282862	0.01185406	0.005424566	0.007292002	0.008823322	0.008039432	0.01006752	0.008823322	0.006463413	0.013479291	0.002726149
SPO2040	1.28379E-05	1.28379E-05	2.2823E-05	5.70575E-06	5.70575E-06	6.98955E-05	1.28379E-05	2.2823E-05	2.2823E-05			
SPO2041	0.000262053	0.000323522	0.000356683	0.000356683	0.000391462	0.000323522	0.000291979	0.000262053	0.000207054	0.000311073	0.001031236	0.001031236
SPO2042	1.92694E-06	1.92694E-06	1.92694E-06							3.03414E-06		9.93989E-06
SPO2044			6.32148E-05			1.58037E-05			3.55583E-05			
SPO2045	8.25297E-05	0.000330119	0.000407554	0.000742767	0.000636803	0.00049314	0.001394853	0.001630216	0.001320475	0.008534366	0.005725376	0.008353621
SPO2046	0.000449328	0.00053899	0.000688766	0.002250716	0.002250716	0.002650119	0.004304788	0.00379127	0.002862047	0.007517041	0.003915417	0.008973511
SPO2047	6.15671E-05	9.85074E-06	2.21642E-05	0.000157612	8.86567E-05	6.15671E-05	0.000416194	0.000120672	0.000199478	0.000148673	0.000219672	0.000298997
SPO2048	0.000191363	0.000254774	0.000254774	0.000887745	0.000952288	0.000548047	0.001997426	0.001550156	0.001159503	0.003456371	0.006645065	0.008353621
SPO2051	0.001755927	0.001691495	0.002096153	0.001888405	0.002025699	0.001821564	0.001566244	0.001628267	0.002240674	0.004381295	0.005305573	0.00881127
SPO2053	0.000880483	0.001010759	0.000944498	0.000701916	0.001010759	0.000759192	0.000646886	0.001621706	0.001010759	0.001244293	0.005282102	0.000784078
SPO2054	0.000117062	2.31233E-05	3.61302E-05	9.24933E-05	7.08152E-05	7.08152E-05	3.61302E-05	1.30069E-05	2.31233E-05	5.04992E-05	2.55432E-05	
SPO2055	2.21443E-06	5.53608E-05	2.21443E-06	2.21443E-06	1.99299E-05	1.99299E-05	1.99299E-05	3.54309E-05	0.000221443	2.4408E-05	7.72283E-06	0.000249627
SPO2056	0.00052252	0.001066367	0.000266592	0.000599831	0.00045054	0.000383892	0.000682475	0.00052252	0.000682475	0.000682681	0.000356658	0.000388051
SPO2058	5.38411E-05	8.61457E-06	8.61457E-06	3.44583E-05	3.44583E-05	1.93828E-05	3.44583E-05	1.93828E-05	3.44583E-05			1.6105E-06
SPO2059	4.90338E-05	0.000196135	0.00015887	0.00015887	0.000125527	0.00015887	0.00015887	0.000196135	4.90338E-05	0.000138255	0.000298997	0.000194185
SPO2060	7.39635E-06	4.62272E-05	2.95854E-05	1.66418E-05	2.95854E-05	7.39635E-06		2.95854E-05	9.06053E-05	3.45637E-05	8.98656E-05	2.4408E-05
SPO2061	0.000585309	0.001040549	0.0012212	0.000874351	0.000796671	0.000406465	0.000722604	0.000585309	0.000522081	0.00014396	0.000103829	0.000738341
SPO2062	0.000156908	0.000120133	8.82609E-05	6.12923E-05	0.000120133		6.12923E-05	3.92271E-05		6.3982E-05	3.51474E-05	4.4428E-05
SPO2063		2.94203E-05	1.30757E-05	1.30757E-05	2.94203E-05		5.23028E-05					
SPO2064	0.000270587	0.000706087	0.000518758	0.000462719	0.000360249	0.000462719	0.000230559	0.000409883	0.000360249	0.000367131	0.00046469	0.00046469
SPO2065	0.002617681	0.000942365	0.002188168	0.005130656	0.002053544	0.000771415	0.009308262	0.001130411	0.003951096	0.000610199	0.000145018	0.000610199
SPO2066	0.00017821	0.000328234	0.000400973	0.000480986	0.000328234	0.000480986	0.00052372	0.000931058	0.000480986	0.000776739	0.000878686	0.000878686
SPO2068	2.38773E-05	2.65304E-06	4.24486E-05	1.06122E-05	2.65304E-06	1.06122E-05	2.38773E-05	9.55094E-05	9.55094E-05	4.85462E-05	2.38773E-05	0.00015255
SPO2069	3.91494E-05	2.71871E-05	0.000156598	6.95989E-05	3.91494E-05	0.000108748	5.32867E-05	0.000108748	8.80861E-05	5.04992E-05	5.32867E-05	2.0675E-05
SPO2070	0.000204053	0.000304819	0.00036276	0.000251917	0.000304819	0.000123439	9.06901E-05	0.000161227	9.06901E-05	6.21243E-05	6.29792E-05	0.000109229
SPO2072	0.000193248	7.98626E-05	0.000166627	9.85959E-05	0.000166627	2.4649E-05	0.000221841	0.000166627	0.000141978	0.000138255	0.000123411	0.000248497
SPO2073	2.3774E-06	2.3774E-06	2.3774E-06			2.13966E-05			2.13966E-05	6.10199E-06	9.50959E-06	
SPO2074	0.000108201	0.000108201	0.000123108	0.000232752	0.000192357	0.000232752	3.89523E-05	4.80892E-05	9.42549E-05	0.000878686	0.000738341	0.000384041
SPO2075	2.84058E-05	1.26248E-05	2.84058E-05	2.84058E-05	2.84058E-05	2.84058E-05					1.00307E-05	1.26248E-05
SPO2076	0.000661661	0.000597149	0.00047805	0.000729482	0.00047805	0.000324214	0.000535946	0.000372184	0.00080061	0.001022609	0.000533398	0.000162471
SPO2077	0.002777689	0.003745978	0.000739946	0.003147662	0.003745978	0.000936495	0.007226038	0.002107113	0.002959785	0.001948218	0.003813742	0.004783958
SPO2078	0.000193081	0.000241184	0.00026724	0.000171034	0.000294632	0.000323361	0.000130948	0.000241184	0.000150323	0.001244293	0.000277675	0.001031236
SPO2080	0.000104914	0.000129523	3.23808E-05	6.34664E-05	3.23808E-05	2.07237E-05	0.000104914	1.16571E-05	0.000104914	0.000138255	6.04714E-05	6.26917E-05
SPO2081	0.00136252	0.000841147	0.000841147	0.001779618	0.00136252	0.000695163	0.002252329	0.000695163	0.000695163	0.000279424	0.000710145	0.000241886
SPO2082		9.67243E-06	1.71954E-05		4.29886E-06	9.67243E-06	9.67243E-06	4.29886E-06	4.29886E-06	2.73072E-05	2.23648E-05	
SPO2083	0.000145089	0.000202645	0.000119908	9.71255E-05	0.000172668	7.67412E-05	4.31669E-05	4.31669E-05	5.87549E-05	5.04992E-05	0.000109229	0.000148673
SPO2084	2.89042E-05	0.000260137	0.000157367	2.89042E-05	5.13852E-05	0.000157367	8.02893E-05	0.000321157	0.000115617	2.23648E-05	4.85462E-05	2.14838E-05
SPO2085	0.000378583	0.000378583	0.000337687	0.001122896	0.000916077	0.000378583	0.001051619	0.000789883	0.001777236	0.000683566	0.004448349	0.000771319
SPO2086	8.73202E-05	0.000162372	0.000103918	5.8454E-05	7.21654E-05	5.8454E-05	0.000260517	0.000184743	0.000162372	0.000594691	0.000164559	0.000129219
SPO2087	3.00426E-05	5.88835E-05	3.00426E-05	7.69091E-05	0.00012017	1.92273E-05	9.73381E-05	1.08153E-05	3.00426E-05	9.76318E-05	0.00015255	0.000109229
SPO2088	1.52975E-06		1.52975E-06									
SPO2090	5.10864E-06	6.25808E-05	8.17383E-05	6.25808E-05	1.14944E-05	2.04346E-05	2.04346E-05	2.04346E-05	6.25808E-05		5.49179E-05	0.000154654
SPO2092	0.00049737	0.000583718	0.00027977	0.00049737	0.000345396	0.000221053	0.000221053	0.000169244	0.000417929	0.000148673	0.000532537	0.000142274
SPO2094								1.29219E-05				
SPO2095	8.15486E-05	0.000286694	0.00010321	0.000154178	6.24357E-05	0.000183484	0.000154178	6.24357E-05	0.00010321	0.000109229	0.000390527	0.000367131
SPO2096										1.23411E-06	4.93644E-06	
SPO2097	1.2204E-05	3.05099E-06		2.74589E-05	4.88159E-05		1.2204E-05	1.2204E-05	1.2204E-05	1.34274E-06		1.42274E-06
SPO2098							1.94056E-06		1.94056E-06	3.03414E-06		
SPO2099		1.39033E-05	3.12823E-05	1.39033E-05		5.56131E-05	0.000587413	0.000782059	0.001004511	5.04992E-05	1.43576E-05	1.97458E-05
SPO2100			1.86796E-06									
SPO2101	0.000275998	0.000316834	0.000456241	0.000406956	0.000275998	0.000456241	0.00011406	0.00011406	0.000140815	1.26248E-05		1.1107E-05
SPO2102	0.001266935	0.002252329	0.001670129	0.002128937	0.001892582	0.002009021	0.000919353	0.000563082	0.001001035	0.000752721	0.001372947	0.000162471
SPO2103	1.20699E-05	4.82795E-05	4.82795E-05	7.54367E-05	4.82795E-05	4.82795E-05	4.82795E-05	2.71572E-05		2.84058E-05	4.26547E-05	1.97458E-05
SPO2105	1.53975E-05	6.84335E-06	1.53975E-05	6.84335E-06	6.84335E-06			6.84335E-06	6.84335E-06			
SPO2108	6.83803E-05	3.84639E-05	3.84639E-05	0.000129281	5.23536E-05	1.70951E-05	4.27377E-06	4.27377E-06	9.61597E-06	3.97596E-05	9.5973E-05	5.49179E-05
SPO2109	0.000952333	0.001083544	0.000952333	0.000829588	0.000889903	0.000715308	0.00077139	0.001083544	0.000829588	0.001562109	0.000277675	0.001031236
SPO2113	6.43988E-05	0.000114487	8.7654E-05	6.43988E-05	4.47214E-05	4.47214E-05	8.7654E-05	4.47214E-05		6.59674E-06	5.49179E-05	1.1107E-05
SPO2119											6.10199E-06	
SPO2121	3.87838E-05	1.39622E-05	1.39622E-05	3.87838E-05	1.39622E-05			1.39622E-05	1.39622E-05	9.0276E-05	0.00015255	9.76318E-05
SPO2124	1.09836E-05	2.4713E-05	1.09836E-05	6.86474E-05		4.39343E-05	1.09836E-05					
SPO2126	0.000159038	0.000201283	0.000201283	0.000300682	0.000201283	0.000159038	0.000300682	0.000201283	0.000201283		5.04992E-05	9.76318E-05
SPO2129			1.901E-05	8.44891E-06		5.28057E-05					1.23411E-06	3.86746E-06
SPO2130	0.000145371	0.00063095	0.000970149	0.000791464	0.000682436	0.00063095	0.000445198	0.000488608	0.000403808	0.000864093	0.000649884	0.003813742
SPO2131	0.000142905	7.55859E-05	0.000231482	0.000341318	0.000472412	0.000170068	0.000341318	0.000520834	0.000302344	4.85462E-05	9.99629E-05	0.000494261
SPO2132	5.56131E-06	5.00517E-05	1.25129E-05	3.47582E-05	1.25129E-05							
SPO2133	0.01426631	0.038701685	0.002249165	0.110209095	0.067579856	0.010378864	0.003359864	0.021769698	0.001928297	0.071964527	0.174278868	0.137294722
SPO2134		1.06844E-06								1.23411E-06		1.20846E-05
SPO2136	0.000101784	5.47369E-05	7.64508E-05	0.000957218	0.000836435	0.000554155	0.00221662	0.001683274	0.002030695	0.006980287	0.012911806	0.014058979
SPO2139	1.41724E-05				1.41724E-05			3.54309E-06	1.41724E-05			
SPO2140	1.25527E-05			1.25527E-05	1.25527E-05	2.82435E-05	2.82435E-05		5.02106E-05	1.21365E-05	9.76318E-05	5.49179E-05
