Accession	DSS3_ac_a	DSS3_ac_b	DSS3_ac_c	DSS3_glc_ac_19_a	DSS3_glc_ac_19_b	DSS3_glc_ac_19_c	DSS3_glc_ac_34_a	DSS3_glc_ac_34_b	DSS3_glc_ac_34_c	DSS3_glc_a	DSS3_glc_b	DSS3_glc_c
SPO2141	0.000986336	0.000699452	0.001092893	0.000535518	0.000789615	0.000461747	0.000133879	0.000535518	0.000174863	0.000384041	0.000219672	0.000298997
SPO2142	0.002510239	0.002805321	0.001606553	0.002805321	0.002368846	0.001385242	0.002655731	0.001969257	0.004920069	0.003932582	0.001297273	0.000967542
SPO2143	0.002341236	0.001849866	0.000928144	0.001284629	0.001698922	0.002007233	0.001416303	0.001698922	0.001284629	0.000533398	0.001372947	0.000193354
SPO2144	0.000743007	0.000455074	0.000809021	0.000949476	0.001101167	0.000202255	0.000619406	0.001181226	0.00056182	0.000201283	0.001372947	0.000149327
SPO2145	0.001731613	0.00189261	0.001224472	0.00223607	0.002418534	0.000859545	0.001360425	0.001224472	0.002608152	0.00670241	0.010257441	0.011813448
SPO2146	0.001188978	0.000738061	0.000628881	0.00111801	0.001262129	0.000528435	0.001188978	0.000738061	0.000982626	0.000512769	0.002202818	0.002202818
SPO2148	0.000503509	0.000329964	0.000771819	0.000503509	0.000657645	0.000832331	0.00071359	0.001169146	0.000503509	0.000886663	0.000544242	0.002440795
SPO2149	4.55278E-05	4.55278E-05	4.55278E-05	0.000102438	2.56094E-05	7.11372E-05	7.11372E-05	4.55278E-05	0.000102438	7.8905E-05	5.49179E-05	1.20846E-05
SPO2150	0.00023328	0.00019602	0.00019602	0.000364499	0.00023328	0.000273779	0.000524879	0.000414719	0.000647999	0.000121764	6.5794E-05	0.00013063
SPO2151	0.001374981	0.003937816	0.00293709	0.001710591	0.00195467	0.003760858	0.00278454	0.005290423	0.003937816	0.000983061	0.002690977	0.003227951
SPO2152	3.14816E-05	0.000503705	0.000423253	0.000223869	0.000349795	0.000423253	0.0001714	0.0001714	0.000223869	7.58534E-05	0.00015255	6.66479E-05
SPO2153	0.000457414	0.000564708	0.000509649	0.000408002	0.000361413	0.000457414	0.000276707	0.000361413	0.000564708	5.04992E-05	0.000299552	0.000298997
SPO2154	0.000192569	0.000687068	0.000192569	0.00040178	0.00040178	0.000152153	0.000770277	0.000608614	0.000770277	0.000201997	0.000738341	0.000390527
SPO2156	0.001694475	0.001201622	0.00062076	0.001877535	0.001784831	0.001201622	0.001520803	0.001356519	0.001694475	0.003033109	0.003514745	0.007053898
SPO2157	0.005057288	0.010092914	0.008777943	0.006790196	0.006066452	0.007952263	0.011020529	0.007167358	0.008777943	0.007792873	0.018458513	0.019825358
SPO2160	0.000400048	0.000766957	0.000286425	0.00034087	0.000236715	0.000191739	0.000151498	0.000191739	5.91788E-05	0.000311073	0.000123411	0.000134274
SPO2161	5.714E-05	5.714E-05	3.96806E-05	3.96806E-05	2.53956E-05	5.714E-05	2.53956E-05	2.53956E-05	3.96806E-05			
SPO2162	2.24664E-05	2.24664E-05	2.24664E-05	6.24067E-05	6.24067E-05	3.99403E-05	2.24664E-05	3.99403E-05	2.24664E-05	4.85462E-05	5.37094E-06	2.73072E-05
SPO2165	1.61523E-05	3.63427E-05	0.000145371			6.46093E-05	0.000100952	0.000100952	6.46093E-05			5.49179E-05
SPO2166	0.000807987	0.000533398	0.000533398	0.001022609	0.000533398	0.000618615	0.000533398	0.000807987	0.000454493	0.000454493	0.000208565	0.000355073
SPO2167	0.000690396	0.000754586	0.000891524	0.000821629	0.000570575	0.000629059	0.001039874	0.001848665	0.001118328	0.001679841	0.002953362	0.003514745
SPO2168	1.10945E-05	2.49627E-05	1.10945E-05	4.43781E-05	4.43781E-05		6.93408E-05	2.49627E-05	0.000135908			
SPO2169	0.001066796	0.000834815	0.000456071	0.000834815	0.000986313	0.000309308	0.001150435	0.00063124	0.000695942	0.000983061	0.001763474	0.000435046
SPO2171		7.15543E-06	1.78886E-06		1.78886E-06	1.78886E-06	7.15543E-06					
SPO2173		4.98121E-06	1.12077E-05			1.2453E-06						2.4408E-05
SPO2174	1.80059E-06	6.48211E-05	8.82287E-05	4.50147E-05	2.88094E-05	1.62053E-05	7.20235E-06	7.20235E-06	1.62053E-05	2.4408E-05	6.6973E-06	1.1107E-05
SPO2178										1.21365E-05	5.49179E-05	2.4408E-05
SPO2180	0.000135935	8.69986E-05	0.000195747	0.000135935	0.000266433	8.69986E-05	2.17497E-05		2.17497E-05	8.9459E-05	4.73763E-05	5.79778E-05
SPO2181	2.0961E-06					2.0961E-06						
SPO2182			2.73223E-06									
SPO2184	3.92271E-05	5.6487E-05	2.51053E-05	6.27633E-06	1.41217E-05	3.92271E-05	1.41217E-05	0.000127096	3.92271E-05	1.21365E-05	2.4408E-05	2.4408E-05
SPO2185	0.000242396	3.4087E-05	6.0599E-05	3.4087E-05	6.0599E-05	0.000136348	3.4087E-05	0.000306783	0.00045828			
SPO2186	4.04459E-05	2.27508E-05	5.11893E-05	3.09664E-05	4.04459E-05	5.11893E-05	1.57992E-05	0.000106802	3.09664E-05	0.000138255	0.000390527	0.000255652
SPO2187	0.010292569	0.033724201	0.029172448	0.011089126	0.013063201	0.009778023	0.028301678	0.025357882	0.025357882	0.010537481	0.012819231	0.043055625
SPO2189		3.5661E-06		1.42644E-05	3.5661E-06							
SPO2190		9.42796E-06	9.42796E-06			2.35699E-06						
SPO2191		1.26248E-06	1.26248E-06	1.26248E-06	5.04992E-06							
SPO2192		4.29046E-06		1.07262E-06	1.07262E-06		1.07262E-06			2.48497E-06	1.93828E-05	7.57488E-06
SPO2192a	2.02649E-06			8.10596E-06							6.10199E-06	
SPO2193	1.56908E-05	3.53044E-05	2.45169E-05	0.000118662	7.94348E-05	7.94348E-05	3.53044E-05	3.92271E-06	7.94348E-05	0.000533398	0.000494261	0.000149327
SPO2196		1.24499E-05		2.21332E-05	2.21332E-05	5.53329E-06	3.45831E-05		2.21332E-05	3.84041E-06		
SPO2197	1.51614E-05	1.51614E-05	1.51614E-05	2.69536E-05	4.21149E-05	4.21149E-05	1.51614E-05		2.69536E-05	7.10911E-06	2.14838E-05	2.4408E-05
SPO2198	0.001584868	0.001906459	0.001292962	2.6387E-05	4.12296E-05	4.12296E-05			1.64919E-06			
SPO2200	0.001201537	0.001467805	0.001201537	0.000852059	0.001201537	0.001201537	0.001331343	0.000961895	0.000332836	9.60103E-05	1.97458E-05	1.1107E-05
SPO2201	0.006410901	0.006727441	0.00494261	0.003905272	0.002989974	0.00168186	0.005507044	0.005507044	0.00494261	0.00279966	0.003514745	0.004448349
SPO2202	0.00018306	0.000358797	0.000732239	0.000221502	0.00018306	8.96992E-05	0.000148278	0.000358797	0.000117158	0.00031562	0.001031236	0.000610199
SPO2203	0.00370228	0.008139734	0.007951538	0.002751397	0.001850039	0.002228632	0.002975911	0.003329191	0.006525214	0.007792873	0.003832858	0.019135833
SPO2205				2.54249E-06	1.017E-05	2.54249E-06	1.017E-05			1.21365E-05	5.16874E-06	6.86474E-06
SPO2206												1.23411E-06
SPO2208	4.88593E-05	4.88593E-05	4.88593E-05	0.000330289	0.000158304	7.03574E-05	3.127E-05	1.75894E-05	7.03574E-05	4.44319E-05	9.60103E-05	2.4408E-05
SPO2209	1.43015E-06	5.72061E-06	3.57538E-05	5.72061E-06	5.72061E-06	1.28714E-05	2.28825E-05	2.28825E-05	2.28825E-05		6.10199E-06	
SPO2210	0.004666487	0.006075483	0.004087394	0.004666487	0.004430248	0.005283929	0.005805496	0.005672803	0.00503235	0.009601029	0.007578037	0.002611376
SPO2211	7.08152E-05	7.08152E-05	2.31233E-05	7.08152E-05	2.31233E-05	1.30069E-05	0.00017487	2.31233E-05	2.31233E-05	0.000113623	6.04714E-05	2.14838E-05
SPO2212		1.5781E-06			1.5781E-06	2.52496E-05		6.3124E-06	1.42029E-05	9.93989E-06	5.16874E-06	4.93644E-06
SPO2213	0.000320039	0.000484792	0.000757488	0.000426087	0.000371169	0.000484792	0.000613565	0.001001778	0.001090783	0.001022609	0.000566439	0.002690977
SPO2213a	0.000608321	0.000713933	0.000511159	0.00108146	0.001525028	0.000270365	0.001220867	0.001368723	0.002234736	0.003813742	0.001689781	0.002596118
SPO2214	1.76443E-05	1.76443E-05	1.76443E-05		1.10277E-06	4.41108E-06	9.92492E-06	9.92492E-06	9.92492E-06	2.48497E-06		2.48497E-06
SPO2216								2.10413E-06				
SPO2218	0.000860248	0.000950741	0.000692836	0.001357959	0.001145301	0.000299192	0.001196769	0.000412308	0.00077428	0.006455732	0.001372947	0.009281123
SPO2221	1.5552E-05	1.5552E-05	3.49919E-05	1.5552E-05	3.49919E-05	6.22079E-05	2.43E-05	9.71998E-05	8.74798E-06	6.75912E-05	2.4408E-05	0.00015255
SPO2222	0.000862826	0.002087827	0.000862826	0.00198959	0.00189372	0.000800097	0.00239674	0.001368213	0.001800218	0.002212077	0.004124944	0.004124944
SPO2223	0.00018818	0.000311073	0.000384041	0.00018818	0.000138255	0.000245786	0.000311073	0.000752721	0.000864093	6.75912E-05	9.76318E-05	1.97458E-05
SPO2224	0.000230484	0.000284549	0.000230484	0.00040975	0.00040975	0.000102438	0.000480887	0.000230484	0.000480887	0.000311073	0.000878686	0.000494261
SPO2226	2.51773E-05	2.51773E-05	3.93395E-05	3.93395E-05	2.51773E-05	2.51773E-05	3.93395E-05	2.51773E-05	1.41622E-05	5.04992E-05	1.97458E-05	9.76318E-05
SPO2227		4.33562E-06	1.92694E-06	1.92694E-06	1.92694E-06	4.33562E-06		1.92694E-06	1.92694E-06	4.22445E-06	6.10199E-06	5.49179E-05
SPO2228	0.000434318	0.000606609	0.001162967	0.000606609	0.000807616	0.000703523	0.000606609	0.000918888	0.000918888	0.000342181	4.18581E-05	4.83385E-05
SPO2229		7.90185E-06	3.16074E-05	3.16074E-05	1.77792E-05	1.77792E-05	1.77792E-05	1.77792E-05	4.93866E-05	1.68978E-05	1.26248E-05	
SPO2230	0.000216578	0.000186743	8.9504E-05	0.000186743	8.9504E-05	0.000110499	0.000133704	0.000216578	0.000216578	0.00015208	0.000342181	0.000738341
SPO2231	0.020554064	0.063849272	0.003497402	0.01398961	0.008028931	0.004396643	0.052618403	0.004396643	0.007094364	0.032714164	0.027391822	0.084513638
SPO2232	1.67433E-06		6.6973E-06		6.6973E-06							
SPO2233	0.001605059	0.003507463	0.001605059	0.00255171	0.002051077	0.002378764	0.012042492	0.003716818	0.00255171	0.003437102	0.000899666	0.02112841
SPO2234	0.006044237	0.011379117	0.011768119	0.007848682	0.010251339	0.014239424	0.014674191	0.025314532	0.037425887	0.009601029	0.013479291	0.020527086
SPO2235	0.001241862	0.002919755	0.003731105	0.00188901	0.00188901	0.002671383	0.003588981	0.003313011	0.003875989	0.004094613	0.002148377	0.00193891
SPO2240	0.001497761	0.002038619	0.001704119	0.002531215	0.001704119	0.001399574	0.001704119	0.003221849	0.002797484	0.004883468	0.005257524	0.000967542
SPO2241	0.005696385	0.006031396	0.005696385	0.004599224	0.004164906	0.005211815	0.004900734	0.003887325	0.005696385	0.013725248	0.021241019	0.019135833
SPO2242	0.002112516	0.004227546	0.005147452	0.002432976	0.002010724	0.005147452	0.004083026	0.004987851	0.005810991	0.005567538	0.012356525	0.02112841
SPO2243	5.13545E-05	2.62013E-05	9.43246E-06	2.62013E-05	1.67688E-05	4.19221E-06	2.62013E-05	2.62013E-05	2.62013E-05	0.000219672	2.4408E-05	2.4408E-05
SPO2245	5.39734E-06		1.2144E-05	1.34933E-06	1.34933E-06			1.34933E-06	5.39734E-06			
SPO2246	0.01313065	0.067764641	0.021601036	0.012846752	0.008726359	0.010687269	0.02911734	0.026217862	0.017431	0.0143532	0.006221148	0.012200131
SPO2247	9.96658E-05	9.96658E-05	7.32239E-05	9.96658E-05	0.000130176	0.000130176	0.000130176	0.000164754	0.000130176	0.000311073	0.000390527	0.000494261
SPO2261	0.000140097	6.86474E-05	0.000274589		1.40097E-06	5.60387E-06		5.60387E-06				
SPO2270	0.000413314	0.00046337	0.00028031	0.000692194	0.000756551	0.000366119	0.000413314	0.000241696	5.14855E-05	0.000636153	0.001562109	0.001977044
SPO2271	0.003392908	0.008348563	0.002760244	0.004388213	0.004090796	0.003527268	0.013839047	0.002881559	0.008771209	0.005032069	0.017793396	0.016499775
SPO2272	5.55849E-05	0.000142297	0.000108946	8.89359E-06	3.55743E-05	8.00423E-05	0.000180095	0.000108946	8.00423E-05	9.60103E-05	5.49179E-05	6.75912E-05
SPO2273	1.22722E-05	4.90886E-05	0.000110449	0.000110449	7.6701E-05	0.000196354	1.22722E-05	2.76123E-05	2.76123E-05	0.000245786	0.000494261	0.000390527
SPO2274				6.41897E-05								
SPO2275	0.003954088	0.003409392	0.003586474	0.003236793	0.004339634	0.004539132	0.00376804	0.002591228	0.003586474	0.002654365	0.007053898	0.007053898
SPO2276	0.00093114	0.002409698	0.00158417	0.002677247	0.002816302	0.001691541	0.002677247	0.001916846	0.003564382	0.003802008	0.000997091	0.007908176
SPO2277							1.356E-06	5.42399E-06				
SPO2278		1.12077E-06		4.48309E-06	4.48309E-06	4.48309E-06				4.22445E-06		
SPO2279	4.57649E-05	7.15077E-05	0.000102971	0.000102971	0.000102971	0.000102971	4.57649E-05	7.15077E-05	2.57428E-05	0.00018818	6.5794E-05	6.5794E-05
SPO2280				2.27875E-06						2.4408E-05		
SPO2281	0.001356519	0.003679968	0.004806489	0.002933648	0.002069982	0.004510777	0.005111588	0.005426075	0.007139326	0.001202727	0.003514745	0.003227951
SPO2282	0.001054423	0.001647537	0.002116169	0.001647537	0.001647537	0.002116169	0.001435187	0.002643381	0.002372453	0.000912142	0.000641963	0.001372947
SPO2283	0.011247184	0.014632871	0.013842054	0.014632871	0.013073203	0.031437745	0.031437745	0.042220873	0.022738752	0.023762548	0.063904452	0.065512049
SPO2284	5.59673E-05	5.59673E-05	8.74489E-05	0.0001714	0.000223869	0.000125926	0.000349795	0.000283334	0.000283334	0.000511159	0.002556178	0.00019317
SPO2286	3.77119E-05	2.35699E-06		5.89248E-05	8.48517E-05	9.42796E-06	9.42796E-06	9.42796E-06				
SPO2287	7.68082E-06	3.07233E-05	4.80051E-05		1.72819E-05	6.91274E-05	6.91274E-05	0.000122893	3.07233E-05	2.84058E-05	3.08527E-05	1.37295E-05
SPO2288	0.015550564	0.028265977	0.025706035	0.025706035	0.024996937	0.046656651	0.029783347	0.055191858	0.027522168	0.033743156	0.024944535	0.020219656
SPO2289	6.40709E-05	3.26892E-05	8.36844E-05	8.36844E-05	0.000105913	0.000158216	2.09211E-05	3.26892E-05	5.23028E-06	0.000608321	0.001562109	0.000241886
SPO2290	0.004191966	0.004351646	0.004679959	0.002889158	0.003021976	0.002889158	0.002043005	0.003021976	0.001725138	0.007776834	0.012356525	0.004383491
SPO2293	8.88959E-06	1.58037E-05	3.95093E-06	3.95093E-06	1.58037E-05		8.88959E-06	8.88959E-06	2.46933E-05	4.22445E-06	3.99403E-05	1.68978E-05
SPO2294	0.000313817	0.000828672	0.000397174	0.000490338	0.000397174	0.000313817	0.001103261	0.000490338	0.000828672	0.00031929	0.000639045	0.000384041
SPO2295	0.003679968	0.0067779	0.004510777	0.006957439	0.005586839	0.005267658	0.0067779	0.008478242	0.007139326	0.015910407	0.032517492	0.016728834
SPO2296	4.90338E-05	4.90338E-05	4.90338E-05	7.06087E-05	3.13817E-05	3.13817E-05	7.06087E-05	0.000237324	9.61063E-05	3.97596E-05	1.1107E-05	1.37295E-05
SPO2297							4.45762E-05		7.13219E-06			
SPO2298	2.01739E-05	2.24155E-06			8.96619E-06						6.10199E-06	4.22445E-06
SPO2299	1.3974E-06								5.58961E-06			
SPO2301	0.000109565	0.00034628	0.000194783	0.000265121	0.000228599	0.000228599	0.000163672	0.000135266	0.000109565	1.53616E-05	9.76318E-05	2.27639E-05
SPO2305	0.003554478	0.007502492	0.00146279	0.005183034	0.006929271	0.001639944	0.006559777	0.003689875	0.002562413	0.005835815	0.010257441	0.001426631
SPO2310	6.41897E-05	0.000144427	0.000144427	0.000114115	0.000144427	0.000144427	8.73694E-05	0.000144427	8.73694E-05	6.21243E-05	0.000219672	0.000219672
SPO2311	7.47182E-06										1.34274E-06	
SPO2312	0.014725472	0.026517495	0.018985899	0.017299135	0.016889702	0.027029898	0.018556853	0.013065064	0.012013288	0.029102257	0.039052721	0.048333844
SPO2314	0.000150334	0.000306804	0.000371233	0.000248511	0.000306804	0.000306804	0.000371233	0.000371233	4.90886E-05	0.000219672	0.00015255	3.35684E-05
SPO2315	8.54753E-06	1.92319E-05								1.68978E-05		5.49179E-05
SPO2317	4.30729E-05		2.42285E-05	4.30729E-05	4.30729E-05	4.30729E-05	2.42285E-05	1.07682E-05				3.80713E-06
SPO2318	4.22445E-05	1.87753E-05			1.87753E-05				4.69384E-06			
SPO2320	8.35707E-05	0.000138147	0.000109154	0.000170552	0.000245596	0.000245596	8.35707E-05	0.000138147	0.000288234	0.000154654	9.99629E-05	0.00086903
SPO2321	0.000437953	0.000358506	0.000254231	0.000321761	0.000437953	0.000723963	0.000480656	0.000358506	0.000194646	0.002246641	0.00051426	0.001031236
SPO2322	0.001161899	0.001638459	0.001161899	0.001311675	0.001470529	0.001638459	0.023528457	0.002836668	0.0010212	0.001858759	0.002690977	0.002202818
SPO2323	1.02078E-06	9.18701E-06	1.02078E-06	1.02078E-06	4.08311E-06			4.08311E-06	9.18701E-06			
SPO2325	0.0016552	0.003724199	0.003192901	0.003453441	0.002252911	0.00386341	0.003587543	0.004149493	0.00608056	0.007451935	0.015254969	0.002726149
SPO2326	0.001535568	0.0030818	0.001535568	0.001943453	0.00180216	0.001943453	0.002561946	0.003849584	0.002242036	0.001022609	0.000569097	0.002202818
SPO2328	0.000365367	0.000288685	0.000253727	0.000365367	0.000288685	0.000253727	0.000253727	0.000221025	0.000136449	0.000897075	0.001763474	0.00119599
SPO2329	0.001965414	0.003230464	0.003629749	0.003102538	0.002977196	0.004198311	0.002616676	0.004052294	0.002977196	0.004383491	0.009281123	0.00976318
SPO2330	0.001790153	0.001330375	0.000938713	0.001790153	0.00112603	0.003405761	0.001438934	0.00112603	0.000689667	0.001693622	0.003058059	0.001473194
SPO2331	0.000409986	0.000506156	0.000728864	0.000506156	0.000669391	0.000790868	0.000365697	0.000409986	0.000612448	0.00279966	0.000752631	0.000899666
SPO2332	6.97924E-06	2.7917E-05	3.53324E-05	7.37182E-05	5.27805E-05	4.36202E-05	1.57033E-05	2.13739E-05	1.57033E-05	0.000807987	0.000241886	0.000878686
SPO2334	1.01325E-06	4.05298E-06		4.05298E-06	4.05298E-06		1.01325E-06	1.01325E-06				
SPO2335	9.01772E-05	0.000202899	0.000152399	9.01772E-05	9.01772E-05	0.000152399	9.01772E-05	0.000129855	7.30435E-05	0.000422445	0.000156908	0.00119599
SPO2336	0.000194998	0.000287523	0.000322344	0.000287523	0.000168136	0.000194998	0.000359155	0.000194998	0.00022385	0.000950502	0.000253268	0.001763474
SPO2337	0.000147048	0.000192063	0.000192063	0.000192063	0.000147048	0.000147048	7.50244E-05	0.000147048	7.50244E-05	1.68978E-05	2.4408E-05	2.14838E-05
SPO2339	8.68267E-06	3.47307E-05	3.47307E-05	1.9536E-05	3.47307E-05	0.000217067	5.42667E-05	0.000175824	0.000138923			2.4408E-05
SPO2340	0.00377802	0.001217025	0.000797551	0.004639044	0.002320902	0.0005409	0.006899232	0.002483724	0.002320902	0.003079626	0.000537094	0.001562109
SPO2341	2.19672E-06			1.97704E-05	8.78686E-06					4.22445E-06		
SPO2341a	0.000215278	7.02949E-05	0.000109836	0.000355868	0.000215278	0.000109836	0.000158164	0.000158164	0.000215278	0.000245786	0.000390527	6.5794E-05
SPO2343				3.68576E-06								
SPO2344	0.000143137	0.000186955	0.000353461	4.67386E-05	7.30291E-05	0.000143137	0.000236614	0.000353461	4.67386E-05	0.00028118	8.9459E-05	0.000122876
SPO2345	0.00152737	0.00125278	0.001005378	0.001305523	0.001150557	0.001005378	0.001005378	0.00125278	0.001829146	0.005474891	0.006248435	0.00118598
SPO2346	2.01534E-05			4.5345E-05					4.5345E-05			
SPO2347												1.34274E-06
SPO2348	0.000530608	0.000764075	0.000642035	0.000701729	0.000584995	0.000383364	0.000829074	0.000530608	0.000259998	0.001220867	0.000950502	0.000149327
SPO2349	0.000589265	0.000769652	0.001202582	0.000386162	0.000646722	0.000534481	0.000432929	0.002137923	0.001202582	0.000511159	0.000861112	0.001562109
SPO2350	3.20949E-05	3.20949E-05		3.20949E-05					3.20949E-05		1.1107E-05	6.10199E-06
SPO2351				7.13219E-06					6.41897E-05			
SPO2353		3.36661E-05	1.89372E-05	8.41653E-06	2.10413E-06				1.89372E-05	3.80201E-05		2.4408E-05
SPO2355	8.1967E-06	0.00010041	0.00024795		2.04917E-06	0.00010041	5.12294E-05	7.37703E-05	7.37703E-05	1.75737E-05	2.23648E-05	1.1107E-05
SPO2358				1.33946E-06			2.14314E-05	2.14314E-05	5.35784E-06	1.68978E-05	1.97458E-05	5.49179E-05
SPO2361	6.84572E-06		6.84572E-06		6.84572E-06		7.60636E-07			3.80201E-05		2.4408E-05
SPO2362	1.64919E-06	1.48427E-05	6.59674E-06					6.59674E-06				
SPO2369	2.24664E-05		2.24664E-05	9.98507E-06	9.98507E-06	3.99403E-05				1.75737E-05	2.4408E-05	5.49179E-05
SPO2370	4.16045E-06						1.66418E-05	1.66418E-05	2.60028E-05	0.00015208	0.000298997	7.8983E-05
SPO2371	0.00024408	0.000308913	0.000381374	0.000137295	6.10199E-05	9.53436E-05	0.000747493	0.000976318	0.000461463	0.000608321	0.000177712	0.001031236
SPO2373				1.59182E-05		1.59182E-05						
SPO2374	0.0002698	0.000159645	0.000229889	0.00019317	0.000159645	0.00019317	0.000159645	5.74722E-05	0.0002698	3.45637E-05	9.76318E-05	0.00015255
SPO2378							1.22312E-06	1.1008E-05				
SPO2389	4.62466E-05	0.000104055	0.00014163	8.74351E-05	5.85309E-05	0.000104055	5.85309E-05	7.22604E-05	5.85309E-05	0.000439343	0.000494261	0.000610199
SPO2393					1.46448E-05							
SPO2397	6.10953E-06	3.3263E-05	1.69709E-05	0.000152738	0.000114723	9.77525E-05	1.69709E-05	6.10953E-06	5.49858E-05	0.000553019	0.000106785	4.83385E-05
SPO2398		3.01379E-05	1.33946E-05	0.000120551	0.000120551	3.01379E-05	5.35784E-05	3.01379E-05	3.01379E-05	7.02949E-05	3.23046E-05	5.49179E-05
SPO2399		7.73491E-06				6.96142E-05	7.73491E-06	9.47527E-05	4.83432E-05	6.75912E-05	9.76318E-05	5.49179E-05
SPO2400	1.3251E-05	5.88932E-06	1.3251E-05		1.3251E-05	3.68082E-05	5.30039E-05	5.30039E-05	1.3251E-05			
SPO2401						5.04296E-07						
SPO2409	2.15364E-06			1.93828E-05	3.44583E-05	1.93828E-05	3.44583E-05	1.93828E-05	5.38411E-05		4.22445E-06	5.49179E-05
SPO2410	2.31526E-05	5.92706E-05	0.000133359	9.26103E-05	4.5379E-05	0.000112058	0.000408411	0.000778852	0.000300057	0.001937503	0.003227951	0.000649884
SPO2412									5.94349E-05			
SPO2413						2.19672E-06		8.78686E-06	8.78686E-06	1.53616E-05	2.4408E-05	9.50502E-05
SPO2415					1.80651E-06			7.22604E-06	1.80651E-06	4.22445E-06		5.2553E-06
SPO2417			2.17067E-06	2.17067E-06	2.17067E-06	8.68267E-06	8.68267E-06	8.68267E-06	1.9536E-05	2.48497E-06		
SPO2419	1.43389E-06	3.58472E-05	3.58472E-05	3.58472E-05	1.2905E-05	3.58472E-05	7.02605E-05	3.58472E-05	3.58472E-05	4.93644E-06	6.10199E-06	1.75737E-05
SPO2420					1.80651E-06		1.62586E-05	1.80651E-06	1.62586E-05			
SPO2421	2.72884E-05	1.53497E-05	6.8221E-06	1.53497E-05	1.53497E-05	2.72884E-05	8.35707E-05	4.26381E-05	2.72884E-05	3.80201E-05	5.49179E-05	
SPO2422	1.57911E-05	2.8073E-05	4.38641E-05	7.01826E-06	4.38641E-05	7.01826E-06	6.31643E-05	0.00014212	8.59737E-05	6.75912E-05	7.02949E-05	5.49179E-05
