gene_callers_id	DSS3_ac_a	DSS3_ac_b	DSS3_glc_a	DSS3_glc_ac_19_a	DSS3_glc_ac_19_b	DSS3_glc_ac_19_c	DSS3_glc_ac_34_a	DSS3_glc_ac_34_b	DSS3_glc_ac_34_c	DSS3_glc_b	DSS3_glc_c
60	1076.2939698492462	1272.1733668341708	1046.3341708542714	1170.9170854271356	853.4497487437186	866.6407035175879	699.4221105527638	864.4422110552764	1116.7587939698492	1203.6608040201006	1062.1306532663316
61	2296.2397287594736	2480.823294774631	1954.2891902672518	2505.0606302353413	1826.047467092142	1871.489429597128	1407.2919824491423	1328.6737136019146	1863.6900678101317	2288.639808536099	2097.1942560829675
62	897.1589085072231	841.478330658106	595.2022471910112	1417.486356340289	1118.040128410915	1043.776886035313	514.7415730337078	476.3756019261637	645.1733547351525	617.322632423756	620.6725521669342
63	1559.8947692307693	1683.168	727.1729230769231	2451.872	1713.0984615384616	1612.8436923076922	737.6307692307693	573.3236923076923	847.3815384615384	793.7803076923077	745.7772307692308
64	2514.9552715654954	2740.547923322684	670.1389776357828	3818.55910543131	3011.479233226837	2817.859424920128	1421.8626198083068	1270.4808306709265	1662.838658146965	587.0463258785943	614.6373801916933
65	589.5030450669915	715.8355663824605	443.23873325213157	413.8306942752741	300.347137637028	314.0243605359318	398.98416565164433	407.7551766138855	515.3386114494518	525.400730816078	458.17783191230205
66	758.6357894736842	1016.7073684210526	747.8326315789474	733.2021052631579	566.9052631578948	518.0115789473684	690.6726315789474	675.0863157894737	940.5463157894737	895.8778947368421	795.0684210526316
67	317.4195710455764	393.5428954423592	206.83109919571046	281.6756032171582	218.76407506702412	224.94504021447722	224.89142091152814	208.24530831099196	315.8672922252011	245.17962466487936	230.7319034852547
68	453.07045454545454	672.6454545454545	382.1272727272727	548.8295454545455	382.61136363636365	397.775	407.21363636363634	418.2318181818182	608.3931818181818	459.6636363636364	422.3863636363636
69	358.73855421686744	374.6313253012048	227.21927710843374	284.53373493975903	201.59759036144578	195.43975903614458	249.98072289156627	227.73614457831326	327.33012048192774	238.51566265060242	231.28795180722892
70	319.2	252.7	138.49615384615385	244.87692307692308	156.17307692307693	153.95384615384614	222.29615384615386	162.91153846153847	261.6461538461538	139.58846153846153	142.08461538461538
71	355.60164835164835	610.2087912087912	52.2032967032967	156.37087912087912	113.99175824175825	113.18131868131869	55.793956043956044	62.17032967032967	76.00412087912088	65.29258241758242	56.14697802197802
72	220.43457382953181	230.6902761104442	165.55102040816325	255.54021608643458	189.45258103241298	191.6902761104442	160.26770708283314	141.80432172869146	221.8859543817527	206.61824729891956	176.79951980792316
